video_stem,superimage_path,labels_str,fold
3401,data/super_images/3401_3x3.jpg,0,1
342,data/super_images/342_3x3.jpg,0,3
3434,data/super_images/3434_3x3.jpg,0,3
345,data/super_images/345_3x3.jpg,0,0
3235,data/super_images/3235_3x3.jpg,0,2
3237,data/super_images/3237_3x3.jpg,0,2
3241,data/super_images/3241_3x3.jpg,0,2
3250,data/super_images/3250_3x3.jpg,0,0
3263,data/super_images/3263_3x3.jpg,0,2
3264,data/super_images/3264_3x3.jpg,0,1
3286,data/super_images/3286_3x3.jpg,0,4
3293,data/super_images/3293_3x3.jpg,0,2
3295,data/super_images/3295_3x3.jpg,0,1
330,data/super_images/330_3x3.jpg,0,3
3309,data/super_images/3309_3x3.jpg,0,2
3315,data/super_images/3315_3x3.jpg,0,2
3320,data/super_images/3320_3x3.jpg,0,2
3323,data/super_images/3323_3x3.jpg,0,1
3326,data/super_images/3326_3x3.jpg,0,2
3328,data/super_images/3328_3x3.jpg,0,0
391,data/super_images/391_3x3.jpg,0,3
393,data/super_images/393_3x3.jpg,0,3
403,data/super_images/403_3x3.jpg,0,0
405,data/super_images/405_3x3.jpg,0,4
406,data/super_images/406_3x3.jpg,0,0
407,data/super_images/407_3x3.jpg,0,1
408,data/super_images/408_3x3.jpg,0,3
411,data/super_images/411_3x3.jpg,0,3
412,data/super_images/412_3x3.jpg,0,1
414,data/super_images/414_3x3.jpg,0,4
420,data/super_images/420_3x3.jpg,0,1
444,data/super_images/444_3x3.jpg,0,0
447,data/super_images/447_3x3.jpg,0,0
449,data/super_images/449_3x3.jpg,0,2
460,data/super_images/460_3x3.jpg,0,1
464,data/super_images/464_3x3.jpg,0,4
4641,data/super_images/4641_3x3.jpg,0,4
465,data/super_images/465_3x3.jpg,0,4
4653,data/super_images/4653_3x3.jpg,0,0
4657,data/super_images/4657_3x3.jpg,0,4
4659,data/super_images/4659_3x3.jpg,0,2
466,data/super_images/466_3x3.jpg,0,1
4663,data/super_images/4663_3x3.jpg,0,0
4669,data/super_images/4669_3x3.jpg,0,2
4670,data/super_images/4670_3x3.jpg,0,3
4671,data/super_images/4671_3x3.jpg,0,2
4672,data/super_images/4672_3x3.jpg,0,0
4684,data/super_images/4684_3x3.jpg,0,0
4687,data/super_images/4687_3x3.jpg,0,2
4689,data/super_images/4689_3x3.jpg,0,0
4690,data/super_images/4690_3x3.jpg,0,1
4691,data/super_images/4691_3x3.jpg,0,4
4694,data/super_images/4694_3x3.jpg,0,2
4697,data/super_images/4697_3x3.jpg,0,2
4702,data/super_images/4702_3x3.jpg,0,0
4707,data/super_images/4707_3x3.jpg,0,2
471,data/super_images/471_3x3.jpg,0,0
4746,data/super_images/4746_3x3.jpg,0,0
4772,data/super_images/4772_3x3.jpg,0,4
480,data/super_images/480_3x3.jpg,0,0
4810,data/super_images/4810_3x3.jpg,0,2
4837,data/super_images/4837_3x3.jpg,0,2
4838,data/super_images/4838_3x3.jpg,0,3
4845,data/super_images/4845_3x3.jpg,0,3
4859,data/super_images/4859_3x3.jpg,0,4
4862,data/super_images/4862_3x3.jpg,0,2
4865,data/super_images/4865_3x3.jpg,0,4
4871,data/super_images/4871_3x3.jpg,0,1
4960,data/super_images/4960_3x3.jpg,0,2
4961,data/super_images/4961_3x3.jpg,0,2
4965,data/super_images/4965_3x3.jpg,0,4
4966,data/super_images/4966_3x3.jpg,0,0
4971,data/super_images/4971_3x3.jpg,0,1
4973,data/super_images/4973_3x3.jpg,0,2
4975,data/super_images/4975_3x3.jpg,0,4
4982,data/super_images/4982_3x3.jpg,0,0
4987,data/super_images/4987_3x3.jpg,0,1
4991,data/super_images/4991_3x3.jpg,0,3
4992,data/super_images/4992_3x3.jpg,0,2
4999,data/super_images/4999_3x3.jpg,0,3
500,data/super_images/500_3x3.jpg,0,4
5000,data/super_images/5000_3x3.jpg,0,0
5001,data/super_images/5001_3x3.jpg,0,2
5004,data/super_images/5004_3x3.jpg,0,3
5005,data/super_images/5005_3x3.jpg,0,1
5009,data/super_images/5009_3x3.jpg,0,0
5012,data/super_images/5012_3x3.jpg,0,0
5013,data/super_images/5013_3x3.jpg,0,4
5014,data/super_images/5014_3x3.jpg,0,2
5018,data/super_images/5018_3x3.jpg,0,0
5019,data/super_images/5019_3x3.jpg,0,0
5020,data/super_images/5020_3x3.jpg,0,4
5022,data/super_images/5022_3x3.jpg,0,3
5024,data/super_images/5024_3x3.jpg,0,3
5025,data/super_images/5025_3x3.jpg,0,0
5026,data/super_images/5026_3x3.jpg,0,2
5028,data/super_images/5028_3x3.jpg,0,4
503,data/super_images/503_3x3.jpg,0,3
5030,data/super_images/5030_3x3.jpg,0,0
5037,data/super_images/5037_3x3.jpg,0,1
4883,data/super_images/4883_3x3.jpg,0,4
4887,data/super_images/4887_3x3.jpg,0,0
4897,data/super_images/4897_3x3.jpg,0,0
4910,data/super_images/4910_3x3.jpg,0,4
4924,data/super_images/4924_3x3.jpg,0,2
4928,data/super_images/4928_3x3.jpg,0,3
4929,data/super_images/4929_3x3.jpg,0,4
4933,data/super_images/4933_3x3.jpg,0,2
4938,data/super_images/4938_3x3.jpg,0,1
4940,data/super_images/4940_3x3.jpg,0,1
4941,data/super_images/4941_3x3.jpg,0,0
4943,data/super_images/4943_3x3.jpg,0,0
4946,data/super_images/4946_3x3.jpg,0,2
4950,data/super_images/4950_3x3.jpg,0,1
4957,data/super_images/4957_3x3.jpg,0,1
496,data/super_images/496_3x3.jpg,0,1
5038,data/super_images/5038_3x3.jpg,0,1
5042,data/super_images/5042_3x3.jpg,0,1
5043,data/super_images/5043_3x3.jpg,0,2
5049,data/super_images/5049_3x3.jpg,0,0
5053,data/super_images/5053_3x3.jpg,0,3
5056,data/super_images/5056_3x3.jpg,0,3
5059,data/super_images/5059_3x3.jpg,0,2
506,data/super_images/506_3x3.jpg,0,4
507,data/super_images/507_3x3.jpg,0,1
5070,data/super_images/5070_3x3.jpg,0,0
5075,data/super_images/5075_3x3.jpg,0,0
5076,data/super_images/5076_3x3.jpg,0,4
508,data/super_images/508_3x3.jpg,0,2
5080,data/super_images/5080_3x3.jpg,0,2
5086,data/super_images/5086_3x3.jpg,0,1
5092,data/super_images/5092_3x3.jpg,0,0
5099,data/super_images/5099_3x3.jpg,0,4
510,data/super_images/510_3x3.jpg,0,1
5104,data/super_images/5104_3x3.jpg,0,0
5109,data/super_images/5109_3x3.jpg,0,4
511,data/super_images/511_3x3.jpg,0,1
5114,data/super_images/5114_3x3.jpg,0,2
512,data/super_images/512_3x3.jpg,0,0
513,data/super_images/513_3x3.jpg,0,3
5141,data/super_images/5141_3x3.jpg,0,3
518,data/super_images/518_3x3.jpg,0,1
519,data/super_images/519_3x3.jpg,0,0
5199,data/super_images/5199_3x3.jpg,0,3
5200,data/super_images/5200_3x3.jpg,0,1
521,data/super_images/521_3x3.jpg,0,4
5222,data/super_images/5222_3x3.jpg,0,3
5225,data/super_images/5225_3x3.jpg,0,3
5290,data/super_images/5290_3x3.jpg,0,3
5294,data/super_images/5294_3x3.jpg,0,2
5300,data/super_images/5300_3x3.jpg,0,3
5301,data/super_images/5301_3x3.jpg,0,2
5302,data/super_images/5302_3x3.jpg,0,3
5305,data/super_images/5305_3x3.jpg,0,3
5312,data/super_images/5312_3x3.jpg,0,3
5314,data/super_images/5314_3x3.jpg,0,2
5322,data/super_images/5322_3x3.jpg,0,0
534,data/super_images/534_3x3.jpg,0,1
5340,data/super_images/5340_3x3.jpg,0,2
5344,data/super_images/5344_3x3.jpg,0,3
5347,data/super_images/5347_3x3.jpg,0,3
5353,data/super_images/5353_3x3.jpg,0,2
5362,data/super_images/5362_3x3.jpg,0,3
5368,data/super_images/5368_3x3.jpg,0,2
5228,data/super_images/5228_3x3.jpg,0,3
5229,data/super_images/5229_3x3.jpg,0,4
523,data/super_images/523_3x3.jpg,0,0
5232,data/super_images/5232_3x3.jpg,0,4
5238,data/super_images/5238_3x3.jpg,0,4
524,data/super_images/524_3x3.jpg,0,1
5242,data/super_images/5242_3x3.jpg,0,3
5247,data/super_images/5247_3x3.jpg,0,3
526,data/super_images/526_3x3.jpg,0,0
5265,data/super_images/5265_3x3.jpg,0,2
5273,data/super_images/5273_3x3.jpg,0,4
5278,data/super_images/5278_3x3.jpg,0,3
5279,data/super_images/5279_3x3.jpg,0,4
528,data/super_images/528_3x3.jpg,0,1
5282,data/super_images/5282_3x3.jpg,0,1
529,data/super_images/529_3x3.jpg,0,0
5369,data/super_images/5369_3x3.jpg,0,3
5370,data/super_images/5370_3x3.jpg,0,2
5371,data/super_images/5371_3x3.jpg,0,2
5372,data/super_images/5372_3x3.jpg,0,3
5374,data/super_images/5374_3x3.jpg,0,4
5375,data/super_images/5375_3x3.jpg,0,3
5378,data/super_images/5378_3x3.jpg,0,3
538,data/super_images/538_3x3.jpg,0,0
5386,data/super_images/5386_3x3.jpg,0,1
5388,data/super_images/5388_3x3.jpg,0,4
5390,data/super_images/5390_3x3.jpg,0,3
5392,data/super_images/5392_3x3.jpg,0,1
5393,data/super_images/5393_3x3.jpg,0,3
5397,data/super_images/5397_3x3.jpg,0,4
540,data/super_images/540_3x3.jpg,0,3
5401,data/super_images/5401_3x3.jpg,0,3
5403,data/super_images/5403_3x3.jpg,0,3
542,data/super_images/542_3x3.jpg,0,0
554,data/super_images/554_3x3.jpg,0,1
558,data/super_images/558_3x3.jpg,0,1
559,data/super_images/559_3x3.jpg,0,0
562,data/super_images/562_3x3.jpg,0,1
563,data/super_images/563_3x3.jpg,0,3
565,data/super_images/565_3x3.jpg,0,3
569,data/super_images/569_3x3.jpg,0,1
572,data/super_images/572_3x3.jpg,0,1
575,data/super_images/575_3x3.jpg,0,1
579,data/super_images/579_3x3.jpg,0,3
583,data/super_images/583_3x3.jpg,0,2
610,data/super_images/610_3x3.jpg,0,4
611,data/super_images/611_3x3.jpg,0,3
612,data/super_images/612_3x3.jpg,0,3
613,data/super_images/613_3x3.jpg,0,4
615,data/super_images/615_3x3.jpg,0,1
617,data/super_images/617_3x3.jpg,0,3
620,data/super_images/620_3x3.jpg,0,2
622,data/super_images/622_3x3.jpg,0,2
639,data/super_images/639_3x3.jpg,0,3
648,data/super_images/648_3x3.jpg,0,4
650,data/super_images/650_3x3.jpg,0,2
655,data/super_images/655_3x3.jpg,0,1
656,data/super_images/656_3x3.jpg,0,1
658,data/super_images/658_3x3.jpg,0,0
659,data/super_images/659_3x3.jpg,0,3
660,data/super_images/660_3x3.jpg,0,0
667,data/super_images/667_3x3.jpg,0,2
669,data/super_images/669_3x3.jpg,0,4
674,data/super_images/674_3x3.jpg,0,3
948,data/super_images/948_3x3.jpg,0,2
949,data/super_images/949_3x3.jpg,0,1
951,data/super_images/951_3x3.jpg,0,2
954,data/super_images/954_3x3.jpg,0,1
961,data/super_images/961_3x3.jpg,0,0
962,data/super_images/962_3x3.jpg,0,0
965,data/super_images/965_3x3.jpg,0,2
968,data/super_images/968_3x3.jpg,0,4
969,data/super_images/969_3x3.jpg,0,3
970,data/super_images/970_3x3.jpg,0,4
971,data/super_images/971_3x3.jpg,0,3
973,data/super_images/973_3x3.jpg,0,0
980,data/super_images/980_3x3.jpg,0,0
981,data/super_images/981_3x3.jpg,0,2
982,data/super_images/982_3x3.jpg,0,3
983,data/super_images/983_3x3.jpg,0,3
676,data/super_images/676_3x3.jpg,0,2
709,data/super_images/709_3x3.jpg,0,2
712,data/super_images/712_3x3.jpg,0,4
713,data/super_images/713_3x3.jpg,0,2
717,data/super_images/717_3x3.jpg,0,0
719,data/super_images/719_3x3.jpg,0,2
720,data/super_images/720_3x3.jpg,0,0
733,data/super_images/733_3x3.jpg,0,1
742,data/super_images/742_3x3.jpg,0,4
743,data/super_images/743_3x3.jpg,0,1
746,data/super_images/746_3x3.jpg,0,4
753,data/super_images/753_3x3.jpg,0,1
754,data/super_images/754_3x3.jpg,0,4
766,data/super_images/766_3x3.jpg,0,4
767,data/super_images/767_3x3.jpg,0,1
771,data/super_images/771_3x3.jpg,0,3
858,data/super_images/858_3x3.jpg,0,0
864,data/super_images/864_3x3.jpg,0,1
868,data/super_images/868_3x3.jpg,0,1
870,data/super_images/870_3x3.jpg,0,1
886,data/super_images/886_3x3.jpg,0,4
887,data/super_images/887_3x3.jpg,0,4
891,data/super_images/891_3x3.jpg,0,4
893,data/super_images/893_3x3.jpg,0,1
894,data/super_images/894_3x3.jpg,0,0
895,data/super_images/895_3x3.jpg,0,3
896,data/super_images/896_3x3.jpg,0,4
898,data/super_images/898_3x3.jpg,0,0
900,data/super_images/900_3x3.jpg,0,1
901,data/super_images/901_3x3.jpg,0,0
904,data/super_images/904_3x3.jpg,0,2
907,data/super_images/907_3x3.jpg,0,2
778,data/super_images/778_3x3.jpg,0,0
781,data/super_images/781_3x3.jpg,0,2
793,data/super_images/793_3x3.jpg,0,1
811,data/super_images/811_3x3.jpg,0,2
814,data/super_images/814_3x3.jpg,0,3
815,data/super_images/815_3x3.jpg,0,0
817,data/super_images/817_3x3.jpg,0,1
819,data/super_images/819_3x3.jpg,0,2
828,data/super_images/828_3x3.jpg,0,0
834,data/super_images/834_3x3.jpg,0,2
837,data/super_images/837_3x3.jpg,0,0
838,data/super_images/838_3x3.jpg,0,1
842,data/super_images/842_3x3.jpg,0,0
844,data/super_images/844_3x3.jpg,0,4
854,data/super_images/854_3x3.jpg,0,1
855,data/super_images/855_3x3.jpg,0,1
d10123,data/super_images/d10123_3x3.jpg,3,4
d10139,data/super_images/d10139_3x3.jpg,9,3
d10141,data/super_images/d10141_3x3.jpg,3,0
d10142,data/super_images/d10142_3x3.jpg,3 4,1
d10143,data/super_images/d10143_3x3.jpg,1 4,3
d10144,data/super_images/d10144_3x3.jpg,3,4
d10169,data/super_images/d10169_3x3.jpg,3 12,0
d10259,data/super_images/d10259_3x3.jpg,7,3
d10271,data/super_images/d10271_3x3.jpg,3 5,4
d10272,data/super_images/d10272_3x3.jpg,1 5,0
d10281,data/super_images/d10281_3x3.jpg,1 4,4
d10290,data/super_images/d10290_3x3.jpg,9,4
d10311,data/super_images/d10311_3x3.jpg,2 3,0
d10372,data/super_images/d10372_3x3.jpg,3 8,0
d10389,data/super_images/d10389_3x3.jpg,4 9,1
d10405,data/super_images/d10405_3x3.jpg,2 9,2
984,data/super_images/984_3x3.jpg,0,4
990,data/super_images/990_3x3.jpg,0,0
993,data/super_images/993_3x3.jpg,0,3
996,data/super_images/996_3x3.jpg,0,2
997,data/super_images/997_3x3.jpg,0,2
999,data/super_images/999_3x3.jpg,0,1
d10025,data/super_images/d10025_3x3.jpg,1 11,4
d10034,data/super_images/d10034_3x3.jpg,8 12,4
d10042,data/super_images/d10042_3x3.jpg,3,3
d10045,data/super_images/d10045_3x3.jpg,3,1
d10057,data/super_images/d10057_3x3.jpg,3,4
d10065,data/super_images/d10065_3x3.jpg,3,1
d10073,data/super_images/d10073_3x3.jpg,9,0
d10078,data/super_images/d10078_3x3.jpg,7 12,1
d10105,data/super_images/d10105_3x3.jpg,3,3
d10109,data/super_images/d10109_3x3.jpg,3,0
d10416,data/super_images/d10416_3x3.jpg,3,4
d10430,data/super_images/d10430_3x3.jpg,6,4
d10552,data/super_images/d10552_3x3.jpg,9,0
d10555,data/super_images/d10555_3x3.jpg,6 11,2
d10570,data/super_images/d10570_3x3.jpg,3,4
d10598,data/super_images/d10598_3x3.jpg,8,2
d10621,data/super_images/d10621_3x3.jpg,1 8,1
d10644,data/super_images/d10644_3x3.jpg,1 6,1
d10656,data/super_images/d10656_3x3.jpg,1 7,3
d10680,data/super_images/d10680_3x3.jpg,3 11,4
d10903,data/super_images/d10903_3x3.jpg,3 4,0
d10963,data/super_images/d10963_3x3.jpg,2 7 9,0
d10977,data/super_images/d10977_3x3.jpg,2 7,4
d11057,data/super_images/d11057_3x3.jpg,4,4
d11108,data/super_images/d11108_3x3.jpg,1 3 11,0
d11118,data/super_images/d11118_3x3.jpg,3 8,2
d11162,data/super_images/d11162_3x3.jpg,3 6,1
d11168,data/super_images/d11168_3x3.jpg,3 6,1
d11221,data/super_images/d11221_3x3.jpg,2 3 7 11,2
d11250,data/super_images/d11250_3x3.jpg,1 2 8,1
d11253,data/super_images/d11253_3x3.jpg,1 7,1
d11257,data/super_images/d11257_3x3.jpg,1 6 11,1
d11259,data/super_images/d11259_3x3.jpg,2 3 11,0
d11260,data/super_images/d11260_3x3.jpg,7,3
d11299,data/super_images/d11299_3x3.jpg,1 3 11 13,1
d11316,data/super_images/d11316_3x3.jpg,11 13,2
d11328,data/super_images/d11328_3x3.jpg,3 11,3
d11334,data/super_images/d11334_3x3.jpg,3 6,2
d11335,data/super_images/d11335_3x3.jpg,1 6,3
d11337,data/super_images/d11337_3x3.jpg,6 8,3
d11453,data/super_images/d11453_3x3.jpg,2 12,4
d11487,data/super_images/d11487_3x3.jpg,3 8 11,2
d11523,data/super_images/d11523_3x3.jpg,4,4
d11577,data/super_images/d11577_3x3.jpg,2 3 7,3
d11674,data/super_images/d11674_3x3.jpg,1 4 6,4
d11687,data/super_images/d11687_3x3.jpg,1 12,3
d11721,data/super_images/d11721_3x3.jpg,3 7,4
d11775,data/super_images/d11775_3x3.jpg,10,1
d11788,data/super_images/d11788_3x3.jpg,1 2 6 10 15,2
d11828,data/super_images/d11828_3x3.jpg,8,3
d11834,data/super_images/d11834_3x3.jpg,1 2 6,1
d11852,data/super_images/d11852_3x3.jpg,3 6,2
d11858,data/super_images/d11858_3x3.jpg,1 2 15,4
d11862,data/super_images/d11862_3x3.jpg,3 6,3
d11863,data/super_images/d11863_3x3.jpg,10,3
d11865,data/super_images/d11865_3x3.jpg,2 6 10,0
d11889,data/super_images/d11889_3x3.jpg,9 10 11,1
d11907,data/super_images/d11907_3x3.jpg,10 12,3
d11910,data/super_images/d11910_3x3.jpg,2 4,2
d11922,data/super_images/d11922_3x3.jpg,4,2
d11926,data/super_images/d11926_3x3.jpg,1 2 10,2
d11943,data/super_images/d11943_3x3.jpg,12,0
d11948,data/super_images/d11948_3x3.jpg,3 10,2
d11952,data/super_images/d11952_3x3.jpg,1 10,0
d11958,data/super_images/d11958_3x3.jpg,1 2 6,4
d11959,data/super_images/d11959_3x3.jpg,8,3
d11961,data/super_images/d11961_3x3.jpg,1 11,0
d11974,data/super_images/d11974_3x3.jpg,4,3
d11975,data/super_images/d11975_3x3.jpg,1 11,1
d11976,data/super_images/d11976_3x3.jpg,1 11,1
d12004,data/super_images/d12004_3x3.jpg,10,4
d12013,data/super_images/d12013_3x3.jpg,1 10,2
d12021,data/super_images/d12021_3x3.jpg,1 3 6,2
d12025,data/super_images/d12025_3x3.jpg,4,0
d12030,data/super_images/d12030_3x3.jpg,3 10,1
d12040,data/super_images/d12040_3x3.jpg,10,0
d12041,data/super_images/d12041_3x3.jpg,3 4,1
d12043,data/super_images/d12043_3x3.jpg,3 4,2
d12089,data/super_images/d12089_3x3.jpg,1 10,2
d12149,data/super_images/d12149_3x3.jpg,4,0
d12160,data/super_images/d12160_3x3.jpg,6 7,2
d12182,data/super_images/d12182_3x3.jpg,9,3
d12184,data/super_images/d12184_3x3.jpg,9,2
d12220,data/super_images/d12220_3x3.jpg,4 9,3
d12230,data/super_images/d12230_3x3.jpg,1 5,2
d12245,data/super_images/d12245_3x3.jpg,8 12,3
d15003,data/super_images/d15003_3x3.jpg,3,2
d15006,data/super_images/d15006_3x3.jpg,1,1
d15007,data/super_images/d15007_3x3.jpg,2 3 10,2
d15008,data/super_images/d15008_3x3.jpg,1,2
d15015,data/super_images/d15015_3x3.jpg,1 2 10,1
d15055,data/super_images/d15055_3x3.jpg,3 5,2
d15069,data/super_images/d15069_3x3.jpg,2,4
d15070,data/super_images/d15070_3x3.jpg,1,4
d15073,data/super_images/d15073_3x3.jpg,2 3,4
d15076,data/super_images/d15076_3x3.jpg,1,2
d15077,data/super_images/d15077_3x3.jpg,1,3
d15083,data/super_images/d15083_3x3.jpg,12,4
d15084,data/super_images/d15084_3x3.jpg,3,3
d15100,data/super_images/d15100_3x3.jpg,3,2
d15101,data/super_images/d15101_3x3.jpg,1,1
d15104,data/super_images/d15104_3x3.jpg,1,2
d15105,data/super_images/d15105_3x3.jpg,1,3
d15114,data/super_images/d15114_3x3.jpg,3,1
d15117,data/super_images/d15117_3x3.jpg,1 2 10,3
d15125,data/super_images/d15125_3x3.jpg,1,2
d15131,data/super_images/d15131_3x3.jpg,12,4
d15154,data/super_images/d15154_3x3.jpg,1,0
d15158,data/super_images/d15158_3x3.jpg,3,3
d15160,data/super_images/d15160_3x3.jpg,1,3
d15165,data/super_images/d15165_3x3.jpg,4,1
d15174,data/super_images/d15174_3x3.jpg,1,4
d15177,data/super_images/d15177_3x3.jpg,3,4
d15185,data/super_images/d15185_3x3.jpg,1 2 6,0
d15190,data/super_images/d15190_3x3.jpg,3,4
d15208,data/super_images/d15208_3x3.jpg,4,3
d15213,data/super_images/d15213_3x3.jpg,1 2 4,4
d15214,data/super_images/d15214_3x3.jpg,1,1
d15226,data/super_images/d15226_3x3.jpg,1 2,1
d15227,data/super_images/d15227_3x3.jpg,2 3,0
d15240,data/super_images/d15240_3x3.jpg,1 10,3
d15244,data/super_images/d15244_3x3.jpg,1 10,4
d15309,data/super_images/d15309_3x3.jpg,3,4
d15350,data/super_images/d15350_3x3.jpg,6 7,2
d15366,data/super_images/d15366_3x3.jpg,1,1
d15377,data/super_images/d15377_3x3.jpg,3,2
d15382,data/super_images/d15382_3x3.jpg,3,3
d15384,data/super_images/d15384_3x3.jpg,3,1
d15386,data/super_images/d15386_3x3.jpg,1 13,0
d15387,data/super_images/d15387_3x3.jpg,1,2
d15388,data/super_images/d15388_3x3.jpg,1,2
d15393,data/super_images/d15393_3x3.jpg,2 3 10,1
d15400,data/super_images/d15400_3x3.jpg,1,3
d15406,data/super_images/d15406_3x3.jpg,2 9 10,1
d15411,data/super_images/d15411_3x3.jpg,1,2
d15412,data/super_images/d15412_3x3.jpg,2,0
d15421,data/super_images/d15421_3x3.jpg,2,1
d15424,data/super_images/d15424_3x3.jpg,2 6,0
d15253,data/super_images/d15253_3x3.jpg,2 10,3
d15255,data/super_images/d15255_3x3.jpg,3 10,2
d15257,data/super_images/d15257_3x3.jpg,1 2,4
d15259,data/super_images/d15259_3x3.jpg,1 2,1
d15265,data/super_images/d15265_3x3.jpg,1,1
d15271,data/super_images/d15271_3x3.jpg,2,1
d15273,data/super_images/d15273_3x3.jpg,1,4
d15276,data/super_images/d15276_3x3.jpg,1 2,2
d15282,data/super_images/d15282_3x3.jpg,1 2,1
d15293,data/super_images/d15293_3x3.jpg,2 3,0
d15295,data/super_images/d15295_3x3.jpg,1 2 10,0
d15296,data/super_images/d15296_3x3.jpg,1 6 10,4
d15300,data/super_images/d15300_3x3.jpg,1 2,1
d15302,data/super_images/d15302_3x3.jpg,2,4
d15305,data/super_images/d15305_3x3.jpg,1,0
d15308,data/super_images/d15308_3x3.jpg,1 2,3
d15428,data/super_images/d15428_3x3.jpg,2 10,2
d15433,data/super_images/d15433_3x3.jpg,2,1
d15434,data/super_images/d15434_3x3.jpg,2,2
d15436,data/super_images/d15436_3x3.jpg,2,1
d15439,data/super_images/d15439_3x3.jpg,1 2,3
d15467,data/super_images/d15467_3x3.jpg,3,3
d15470,data/super_images/d15470_3x3.jpg,1,4
d15496,data/super_images/d15496_3x3.jpg,1 2,1
d15499,data/super_images/d15499_3x3.jpg,1 2,2
d15514,data/super_images/d15514_3x3.jpg,1,4
d15519,data/super_images/d15519_3x3.jpg,1 4,1
d15524,data/super_images/d15524_3x3.jpg,5,4
d15526,data/super_images/d15526_3x3.jpg,2 8,2
d15531,data/super_images/d15531_3x3.jpg,5,3
d15535,data/super_images/d15535_3x3.jpg,1 2,2
d15539,data/super_images/d15539_3x3.jpg,2,1
d15540,data/super_images/d15540_3x3.jpg,1 2,1
d15544,data/super_images/d15544_3x3.jpg,1 8,4
d15553,data/super_images/d15553_3x3.jpg,3,4
d15556,data/super_images/d15556_3x3.jpg,1,4
d15567,data/super_images/d15567_3x3.jpg,1 2,4
d15570,data/super_images/d15570_3x3.jpg,1 2,3
d15572,data/super_images/d15572_3x3.jpg,1,3
d15575,data/super_images/d15575_3x3.jpg,5,4
d15582,data/super_images/d15582_3x3.jpg,1 2,3
d15584,data/super_images/d15584_3x3.jpg,2 3,0
d15586,data/super_images/d15586_3x3.jpg,1,1
d15587,data/super_images/d15587_3x3.jpg,2 3 4,2
d15591,data/super_images/d15591_3x3.jpg,1 2,1
d15593,data/super_images/d15593_3x3.jpg,7,3
d15594,data/super_images/d15594_3x3.jpg,1,2
d15596,data/super_images/d15596_3x3.jpg,1,3
d15606,data/super_images/d15606_3x3.jpg,2,1
d15607,data/super_images/d15607_3x3.jpg,1,1
d15611,data/super_images/d15611_3x3.jpg,1 8,3
d15624,data/super_images/d15624_3x3.jpg,1 5,1
d15630,data/super_images/d15630_3x3.jpg,1,3
d15632,data/super_images/d15632_3x3.jpg,1,2
d15639,data/super_images/d15639_3x3.jpg,6,0
d15644,data/super_images/d15644_3x3.jpg,1,0
d15655,data/super_images/d15655_3x3.jpg,8,3
d15657,data/super_images/d15657_3x3.jpg,2 3 8,2
d15662,data/super_images/d15662_3x3.jpg,1 2,4
d15665,data/super_images/d15665_3x3.jpg,1 2,1
d15675,data/super_images/d15675_3x3.jpg,5,4
d15681,data/super_images/d15681_3x3.jpg,1,2
d15684,data/super_images/d15684_3x3.jpg,5,0
d15691,data/super_images/d15691_3x3.jpg,1,4
d15704,data/super_images/d15704_3x3.jpg,3 9,3
d15707,data/super_images/d15707_3x3.jpg,1 5 15,4
d15713,data/super_images/d15713_3x3.jpg,1,0
d15715,data/super_images/d15715_3x3.jpg,5,3
d15717,data/super_images/d15717_3x3.jpg,1,3
d15726,data/super_images/d15726_3x3.jpg,1,2
d15732,data/super_images/d15732_3x3.jpg,5,1
d15745,data/super_images/d15745_3x3.jpg,1 5,4
d15751,data/super_images/d15751_3x3.jpg,1 5,3
d15753,data/super_images/d15753_3x3.jpg,3,4
d15757,data/super_images/d15757_3x3.jpg,1,1
d15767,data/super_images/d15767_3x3.jpg,9 15,2
d15789,data/super_images/d15789_3x3.jpg,1,2
d15791,data/super_images/d15791_3x3.jpg,3,2
d15795,data/super_images/d15795_3x3.jpg,1 2,1
d15798,data/super_images/d15798_3x3.jpg,1,1
d15886,data/super_images/d15886_3x3.jpg,3,4
d15887,data/super_images/d15887_3x3.jpg,1,3
d15890,data/super_images/d15890_3x3.jpg,1,0
d15893,data/super_images/d15893_3x3.jpg,1,3
d15896,data/super_images/d15896_3x3.jpg,3,0
d15907,data/super_images/d15907_3x3.jpg,1,4
d15908,data/super_images/d15908_3x3.jpg,3,2
d15910,data/super_images/d15910_3x3.jpg,1 5,3
d15914,data/super_images/d15914_3x3.jpg,5,2
d15932,data/super_images/d15932_3x3.jpg,2 3,3
d15933,data/super_images/d15933_3x3.jpg,2 3,4
d15944,data/super_images/d15944_3x3.jpg,3 5,0
d15951,data/super_images/d15951_3x3.jpg,4 5 9,0
d15976,data/super_images/d15976_3x3.jpg,1,4
d15980,data/super_images/d15980_3x3.jpg,1,1
d15994,data/super_images/d15994_3x3.jpg,1,4
d15813,data/super_images/d15813_3x3.jpg,1,3
d15816,data/super_images/d15816_3x3.jpg,3,4
d15818,data/super_images/d15818_3x3.jpg,1,4
d15820,data/super_images/d15820_3x3.jpg,1,2
d15821,data/super_images/d15821_3x3.jpg,1,4
d15822,data/super_images/d15822_3x3.jpg,1 2,4
d15823,data/super_images/d15823_3x3.jpg,2,0
d15829,data/super_images/d15829_3x3.jpg,1,3
d15835,data/super_images/d15835_3x3.jpg,1 2,4
d15848,data/super_images/d15848_3x3.jpg,1 2,2
d15852,data/super_images/d15852_3x3.jpg,2,1
